sub,ses,cond,trial,p300_mean,theta_mean
sub-04,ses-S2,0b,132,2.482745922683394e-06,4.704560420366266e-13
sub-04,ses-S2,0b,133,-2.7215137086411077e-06,1.8504858702196846e-12
sub-04,ses-S2,0b,134,4.373631929266071e-06,7.844058381501513e-13
sub-04,ses-S2,0b,135,4.420796876039533e-06,6.542268784055874e-13
sub-04,ses-S2,0b,136,4.827899605692637e-06,6.520659827525219e-13
sub-04,ses-S2,0b,137,-5.785271496598331e-07,8.030578232443726e-13
sub-04,ses-S2,0b,138,-1.9728384606976237e-06,1.6074062363118758e-12
sub-04,ses-S2,0b,139,4.7075396422171045e-06,9.558562603848705e-13
sub-04,ses-S2,0b,140,-6.729946715504141e-06,2.9671351559499467e-12
sub-04,ses-S2,0b,141,5.524014204789249e-07,1.7282218418241203e-12
sub-04,ses-S2,0b,142,2.142861011123217e-06,1.5277257116001514e-12
sub-04,ses-S2,0b,143,1.1093294155336465e-05,3.6021267102730394e-12
sub-04,ses-S2,0b,144,-4.313142214650309e-06,2.8285561777875353e-12
sub-04,ses-S2,0b,145,-1.133977203280263e-06,1.0690484398853266e-12
sub-04,ses-S2,0b,146,-1.4869419533258406e-06,1.3411392692985056e-12
sub-04,ses-S2,0b,147,-2.5979509127610783e-06,3.48808570742723e-12
sub-04,ses-S2,0b,148,6.381134177114341e-06,1.0263172957292336e-12
sub-04,ses-S2,0b,149,-6.658958357827106e-06,1.6627306827759597e-12
sub-04,ses-S2,0b,150,4.415223727324047e-06,1.2161641339261535e-12
sub-04,ses-S2,0b,151,6.227087959664007e-06,6.864772974890945e-13
sub-04,ses-S2,0b,152,-2.4491166191754964e-07,6.332010490992471e-13
sub-04,ses-S2,0b,153,-4.125614023173571e-06,1.0802772223516598e-12
sub-04,ses-S2,0b,154,9.703285192556234e-07,1.3983962087151366e-12
sub-04,ses-S2,0b,155,-8.62380894261357e-06,1.794903032389e-12
sub-04,ses-S2,0b,156,-3.2950839009703165e-06,2.608569281338831e-12
sub-04,ses-S2,0b,157,7.480361869693206e-06,1.164944889473448e-12
sub-04,ses-S2,0b,158,-2.705033829289021e-06,4.0351640236755295e-13
sub-04,ses-S2,0b,159,2.3981115478816643e-06,1.575757480469758e-12
sub-04,ses-S2,0b,160,8.787927403544165e-06,1.6421541644146246e-12
sub-04,ses-S2,0b,161,8.049275961581746e-07,1.3921864612292772e-12
sub-04,ses-S2,0b,162,7.2283318419898415e-06,8.168605450476747e-13
sub-04,ses-S2,0b,163,-4.835313040065112e-06,1.2951678073870867e-12
sub-04,ses-S2,0b,164,4.026836038953505e-06,1.3898370757749994e-12
sub-04,ses-S2,0b,165,3.2100321099710395e-06,1.7470463815484384e-12
sub-04,ses-S2,0b,166,-1.2601027331175083e-06,7.120456199377407e-13
sub-04,ses-S2,0b,167,-1.8154553374260797e-06,2.5650559159326647e-12
sub-04,ses-S2,0b,168,2.018758104847085e-06,1.5373383489075047e-12
sub-04,ses-S2,0b,169,-5.124091613829478e-06,2.3562638978083245e-12
sub-04,ses-S2,0b,170,7.305836809352668e-06,4.1695999289369826e-12
sub-04,ses-S2,0b,171,-3.058618935678586e-07,1.0232587945959848e-12
sub-04,ses-S2,0b,172,2.9673945016501283e-06,7.323201561934478e-13
sub-04,ses-S2,0b,173,3.80847257858719e-06,1.1351117581573026e-12
sub-04,ses-S2,0b,174,4.288752823190835e-06,2.1475432602226327e-12
sub-04,ses-S2,0b,175,7.2652106010291466e-06,1.7464899077540116e-12
sub-04,ses-S2,0b,176,-6.1829079436255705e-06,1.8559629374138268e-12
sub-04,ses-S2,0b,177,6.2534018284386584e-06,1.8222037802821228e-12
sub-04,ses-S2,0b,178,-6.311552289427142e-06,3.173375944985002e-12
sub-04,ses-S2,0b,179,4.551852270123492e-06,8.572698119006439e-13
sub-04,ses-S2,0b,180,-1.5246959634479325e-06,3.087500804371665e-12
sub-04,ses-S2,0b,181,5.2957546505345005e-06,1.589394321495318e-12
sub-04,ses-S2,0b,182,2.524989867622842e-06,7.474578733311775e-13
sub-04,ses-S2,0b,183,7.479924047572182e-06,1.1975587372780428e-12
sub-04,ses-S2,0b,184,-8.737308112367449e-06,2.193929098536184e-12
sub-04,ses-S2,0b,185,-1.2278706510057622e-06,1.274640741894767e-12
sub-04,ses-S2,0b,186,1.2164495018447552e-07,2.200893054837416e-12
sub-04,ses-S2,0b,187,-2.5968419156435557e-06,2.298732453580087e-12
sub-04,ses-S2,0b,188,3.4240993040602007e-06,9.079251821081231e-13
sub-04,ses-S2,0b,189,5.457870612979865e-06,8.806334401009269e-13
sub-04,ses-S2,0b,190,-5.615768140551515e-07,9.807323874088142e-13
sub-04,ses-S2,0b,191,-7.478587711755601e-06,9.063720590450116e-13
sub-04,ses-S2,0b,192,3.5424320408196157e-06,1.2711868606760873e-12
sub-04,ses-S2,0b,193,1.3620922039043771e-06,8.941998899002272e-13
sub-04,ses-S2,0b,194,-4.096736264144113e-06,1.3887392644632346e-12
sub-04,ses-S2,0b,195,-2.953044427214383e-06,1.1873085620662636e-12
sub-04,ses-S2,0b,196,3.649467572445543e-06,1.9614054726637383e-12
sub-04,ses-S2,0b,197,6.876354357601981e-06,2.463774414797792e-12
sub-04,ses-S2,0b,198,4.739453433746441e-06,1.5317546375229489e-12
sub-04,ses-S2,0b,199,-2.6504617587878858e-06,6.135883144936468e-13
sub-04,ses-S2,0b,200,-1.9976952723155504e-06,2.5335044795985743e-12
sub-04,ses-S2,0b,201,7.991537294710136e-06,2.348581155144922e-12
sub-04,ses-S2,1b,1,7.0931683141614785e-06,2.475732374615825e-12
sub-04,ses-S2,1b,2,-6.826756392382719e-07,5.980394813047272e-13
sub-04,ses-S2,1b,3,7.46779155079711e-07,1.6527822523579791e-12
sub-04,ses-S2,1b,4,-3.541367415330197e-06,1.3883842178443352e-12
sub-04,ses-S2,1b,5,2.6649187941155805e-06,6.661393822753766e-13
sub-04,ses-S2,1b,6,-6.865244485493203e-07,1.4534889370355537e-12
sub-04,ses-S2,1b,7,4.639574727795762e-06,6.558069906910055e-13
sub-04,ses-S2,1b,8,6.714326435341706e-07,9.815028455507403e-13
sub-04,ses-S2,1b,9,6.34006714918685e-08,1.1157165231044892e-12
sub-04,ses-S2,1b,10,-8.590644491035126e-06,2.4910327980799156e-12
sub-04,ses-S2,1b,11,-2.2137944492486325e-06,1.4720608469800021e-12
sub-04,ses-S2,1b,12,-6.715318507454556e-06,2.5146208736269256e-12
sub-04,ses-S2,1b,13,-4.579571954389881e-06,2.085837578205647e-12
sub-04,ses-S2,1b,14,4.753318799149582e-06,1.542387870845798e-12
sub-04,ses-S2,1b,15,-2.8527992219051844e-06,1.7193576155480173e-12
sub-04,ses-S2,1b,16,2.8679191438505843e-06,1.5124608939355036e-12
sub-04,ses-S2,1b,17,7.75561830729737e-06,4.934677281025015e-13
sub-04,ses-S2,1b,18,4.8928637568213505e-06,1.1064679324674772e-12
sub-04,ses-S2,1b,19,-4.732519549552097e-06,2.0236250976145233e-12
sub-04,ses-S2,1b,20,4.3948519867541255e-06,1.8031778990324453e-12
sub-04,ses-S2,1b,21,5.790556394935314e-06,8.741983495660532e-13
sub-04,ses-S2,1b,22,8.294154007852836e-06,6.703468554959328e-13
sub-04,ses-S2,1b,23,-6.874087400059104e-06,1.553112341224989e-12
sub-04,ses-S2,1b,24,4.560137331157955e-07,2.4631420007555765e-12
sub-04,ses-S2,1b,25,1.7358526249784758e-07,1.2029751080003301e-12
sub-04,ses-S2,1b,26,2.0950869226307146e-06,1.434156739850656e-12
sub-04,ses-S2,1b,27,-4.753034049539577e-06,1.8612187559871847e-12
sub-04,ses-S2,1b,28,-5.981683563765645e-07,5.303959721968944e-13
sub-04,ses-S2,1b,29,-5.508351786467121e-06,1.0911843862910894e-12
sub-04,ses-S2,1b,30,4.9015514418912414e-06,7.939713535825131e-13
sub-04,ses-S2,1b,31,-4.099756917015234e-06,9.81603781078562e-13
sub-04,ses-S2,1b,32,2.4453495594574126e-06,9.224326249194709e-13
sub-04,ses-S2,1b,33,-9.997214519160966e-07,1.9122054510320607e-12
sub-04,ses-S2,1b,34,2.9910262246608234e-06,1.4856220760474644e-12
sub-04,ses-S2,1b,35,5.579780501979307e-07,1.4769116185535637e-12
sub-04,ses-S2,1b,36,2.882636425524744e-06,1.4964984883035976e-12
sub-04,ses-S2,1b,37,1.6066119376985258e-06,1.59035940444127e-12
sub-04,ses-S2,1b,38,3.0613522244715525e-07,9.61835847189761e-13
sub-04,ses-S2,1b,39,-4.0615749761216305e-07,2.4133676766406915e-12
sub-04,ses-S2,1b,40,2.0916630421680045e-06,1.1965165861911734e-12
sub-04,ses-S2,1b,41,2.6413439594054725e-06,1.1358971542955455e-12
sub-04,ses-S2,1b,42,5.495384516676945e-06,6.954767218197122e-13
sub-04,ses-S2,1b,43,7.814920376823608e-06,1.1103477353018004e-12
sub-04,ses-S2,1b,44,3.3793535902979195e-06,2.7210576432614087e-12
sub-04,ses-S2,1b,45,2.3053571429496312e-06,7.283077453515535e-13
sub-04,ses-S2,1b,46,-5.864140880295202e-06,1.951767367474608e-12
sub-04,ses-S2,1b,47,8.042099165322149e-07,9.971109513074526e-13
sub-04,ses-S2,1b,48,-5.988408194480753e-07,8.356818551939984e-13
sub-04,ses-S2,1b,49,-2.1643539773435394e-06,7.552846396932721e-13
sub-04,ses-S2,1b,50,3.6506478066227715e-06,9.070545767062092e-13
sub-04,ses-S2,1b,51,9.586136299306641e-07,3.5385067344086812e-12
sub-04,ses-S2,1b,52,-6.853999438068197e-07,6.681469819708395e-13
sub-04,ses-S2,1b,53,1.852525133645528e-06,7.542738383425166e-13
sub-04,ses-S2,1b,54,2.7643823569150392e-06,8.734875564559945e-13
sub-04,ses-S2,1b,55,-1.669524191274721e-06,2.2212872754545206e-12
sub-04,ses-S2,1b,56,3.081798172958618e-06,2.3374053252854867e-12
sub-04,ses-S2,1b,57,1.9915164385346887e-06,1.6437612771275267e-12
sub-04,ses-S2,1b,58,3.942381992555953e-06,2.635655268562003e-12
sub-04,ses-S2,1b,59,-1.8480456064760967e-07,9.849146822244557e-13
sub-04,ses-S2,1b,60,3.5989401132992623e-06,1.3609565357880004e-12
sub-04,ses-S2,1b,61,3.2236694889375364e-08,2.0159459703035603e-12
sub-04,ses-S2,1b,62,-1.1719046743782768e-07,1.4335266064250686e-12
sub-04,ses-S2,1b,63,1.300580383680686e-06,2.2008362285246998e-12
sub-04,ses-S2,1b,64,2.959602940869375e-06,6.052825077319875e-13
sub-04,ses-S2,1b,65,3.662088051446436e-07,1.49718502028305e-12
sub-04,ses-S2,1b,66,-2.428254664005458e-06,1.3453427247630727e-12
sub-04,ses-S2,1b,67,4.379174781021151e-06,1.3746774315829124e-12
sub-04,ses-S2,1b,68,5.944301463182713e-06,1.1774730558262945e-12
sub-04,ses-S2,1b,69,3.864661883348503e-06,1.5060954424483037e-12
sub-04,ses-S2,1b,70,1.883116139128642e-06,5.083123882980139e-12
sub-04,ses-S2,1b,71,-1.6977766580067357e-06,1.9630475781938603e-12
sub-04,ses-S2,1b,72,3.84945472193949e-06,1.783916210164701e-12
sub-04,ses-S2,1b,73,-8.114709806490904e-07,1.3506970179946072e-12
sub-04,ses-S2,1b,74,1.5778714152947795e-06,1.5607598490342204e-12
sub-04,ses-S2,1b,75,1.8764386971098924e-06,1.9343264670889487e-12
sub-04,ses-S2,1b,76,7.776389455992466e-06,5.717267809628815e-13
sub-04,ses-S2,1b,77,-4.494436119894488e-06,4.432295722425569e-13
sub-04,ses-S2,1b,78,4.0255481419175144e-06,1.3725875859203544e-12
sub-04,ses-S2,1b,79,4.996220203382724e-06,1.1113162306118891e-12
sub-04,ses-S2,1b,80,3.617885606768561e-06,2.0873177898351256e-12
sub-04,ses-S2,1b,81,6.624093594824131e-06,3.437339009056556e-13
sub-04,ses-S2,1b,82,5.771631961418277e-06,1.4422464652606854e-12
sub-04,ses-S2,1b,83,8.50513191015033e-06,2.128973671065436e-12
sub-04,ses-S2,1b,84,-2.2997470635530066e-06,1.457044959052023e-12
sub-04,ses-S2,1b,85,2.607890345217828e-06,1.3101155129834862e-12
sub-04,ses-S2,1b,86,1.4325242138228234e-06,2.4851938636139914e-12
sub-04,ses-S2,1b,87,8.253498226301049e-07,6.850652620590534e-13
sub-04,ses-S2,1b,88,8.441136057235202e-07,7.647489415752302e-13
sub-04,ses-S2,1b,89,5.502127608289315e-06,4.1054494676096364e-13
sub-04,ses-S2,1b,90,-1.7547464734467671e-06,3.7063690173974955e-13
sub-04,ses-S2,1b,91,1.0925392516380383e-06,1.2780747847945161e-12
sub-04,ses-S2,1b,92,7.653517353358178e-06,5.118254800422484e-13
sub-04,ses-S2,1b,93,-2.774280198906338e-06,1.1595804316497516e-12
sub-04,ses-S2,1b,94,4.27957189675902e-06,9.385253274212012e-13
sub-04,ses-S2,1b,95,2.844452301750047e-06,8.639786357337029e-13
sub-04,ses-S2,1b,96,-4.430320911581643e-07,1.2501552508681435e-12
sub-04,ses-S2,1b,97,-4.4930989701103085e-07,1.6815518335456719e-12
sub-04,ses-S2,1b,98,1.8447239048906841e-06,1.0259739315999327e-12
sub-04,ses-S2,1b,99,1.73715308450461e-06,1.044256808051048e-12
sub-04,ses-S2,1b,100,-1.5171486738742487e-06,2.35192475085117e-12
sub-04,ses-S2,1b,101,1.4787325662211746e-06,9.721207606994263e-13
sub-04,ses-S2,1b,102,1.6310492844499924e-06,5.55705262069763e-13
sub-04,ses-S2,1b,103,3.848584601846668e-06,3.2701360114625326e-13
sub-04,ses-S2,1b,104,-6.7375545068509475e-06,8.034446910725951e-13
sub-04,ses-S2,1b,105,2.383962385376864e-06,1.2045471414359684e-12
sub-04,ses-S2,1b,106,-3.4604232832850044e-06,3.248862290381689e-12
sub-04,ses-S2,1b,107,7.814825614449181e-07,1.5268041844247914e-12
sub-04,ses-S2,1b,108,5.074600557188387e-06,1.7432137955113892e-12
sub-04,ses-S2,1b,109,1.2064037016409697e-06,1.962072155690394e-12
sub-04,ses-S2,1b,110,3.011236215656966e-06,5.56173824085302e-13
sub-04,ses-S2,1b,111,4.4822056713700183e-07,1.5176050043892582e-12
sub-04,ses-S2,1b,112,1.7291038629709864e-06,2.1665558413135115e-12
sub-04,ses-S2,1b,113,-2.3265407355897617e-06,8.129606599068625e-13
sub-04,ses-S2,1b,114,3.3178953252596252e-06,2.341899905420572e-12
sub-04,ses-S2,1b,115,-2.831027694540308e-07,3.390918829773934e-12
sub-04,ses-S2,1b,116,-4.404390290144378e-06,5.45656740442323e-13
sub-04,ses-S2,1b,117,1.1975681282993734e-06,1.830968872645112e-12
sub-04,ses-S2,1b,118,-2.5046869106722097e-06,8.403271594889151e-13
sub-04,ses-S2,1b,119,4.276466517715686e-06,1.5532781042716814e-12
sub-04,ses-S2,1b,120,3.439008096155179e-06,1.1457623877354685e-12
sub-04,ses-S2,1b,121,-5.477667738604925e-07,2.2236954564844975e-12
sub-04,ses-S2,1b,122,4.0508041908324364e-06,2.5809885006839114e-12
sub-04,ses-S2,1b,123,3.884655424433084e-06,2.110992319545172e-12
sub-04,ses-S2,1b,124,3.10450314126821e-06,1.9587157661734703e-12
sub-04,ses-S2,1b,125,-5.282208342620717e-06,3.576293516660594e-12
sub-04,ses-S2,1b,126,3.6341088345604516e-07,2.1590215880757504e-12
sub-04,ses-S2,1b,127,-4.602394521788062e-06,2.4479685901222624e-12
sub-04,ses-S2,1b,128,8.298884722001295e-06,9.039504367467897e-13
sub-04,ses-S2,1b,129,2.8533420492792217e-06,7.847988136368233e-13
sub-04,ses-S2,1b,130,-1.229818834380575e-05,2.6745443080612774e-12
sub-04,ses-S2,1b,131,2.159568381402046e-06,1.8051537439768987e-12
sub-04,ses-S2,1b,132,6.270419227666661e-06,1.4008754011866394e-12
sub-04,ses-S2,1b,133,1.124875718759955e-06,1.3844479371593585e-12
sub-04,ses-S2,1b,134,2.2060894469143454e-06,1.2047212453743017e-12
sub-04,ses-S2,1b,135,-4.573484160846009e-06,2.0387589516737655e-12
sub-04,ses-S2,1b,136,-9.958261253805832e-06,1.0280110721872929e-12
sub-04,ses-S2,1b,137,3.3384376123268405e-06,9.29150018732279e-13
sub-04,ses-S2,1b,138,-2.6351395448022006e-06,1.997941397203704e-12
sub-04,ses-S2,1b,139,-2.2294883980326655e-06,1.6014583415192508e-12
sub-04,ses-S2,1b,140,-1.0634144334580521e-06,4.144100915383159e-13
sub-04,ses-S2,1b,141,-3.7591535964726276e-07,1.088328874614058e-12
sub-04,ses-S2,1b,142,4.784618879022233e-06,2.7219752755474855e-12
sub-04,ses-S2,1b,143,1.8633334664112028e-06,1.5571527962261693e-12
sub-04,ses-S2,1b,144,-2.1533964336302443e-06,1.1025737859514147e-12
sub-04,ses-S2,1b,145,3.2988192893591556e-06,5.39912260305855e-13
sub-04,ses-S2,1b,146,-6.500526743318861e-06,2.957937818263071e-12
sub-04,ses-S2,1b,147,1.1879612707630162e-06,2.1972081221265145e-12
sub-04,ses-S2,1b,148,3.4515702181269206e-06,8.078386283851654e-13
sub-04,ses-S2,1b,149,-3.689069596388268e-06,1.3210611419020855e-12
sub-04,ses-S2,1b,150,3.86286703647749e-06,6.770627417399481e-13
sub-04,ses-S2,1b,151,2.1380310769529165e-06,1.87260918238753e-12
sub-04,ses-S2,1b,152,-4.994303350502056e-06,3.011997328670778e-12
sub-04,ses-S2,1b,153,3.93361715288164e-06,1.2020166045216124e-12
sub-04,ses-S2,1b,154,9.72683640682862e-06,2.3021850008866458e-12
sub-04,ses-S2,1b,155,-1.097514962441194e-05,3.293413529345116e-12
sub-04,ses-S2,1b,156,-5.386302698253766e-06,3.3760558767924387e-12
sub-04,ses-S2,1b,157,4.477204780372851e-06,1.1370595810647016e-12
sub-04,ses-S2,1b,158,-2.2200392679145344e-06,9.426191939254837e-13
sub-04,ses-S2,1b,159,9.947976367178372e-06,9.73633077731333e-13
sub-04,ses-S2,1b,160,-6.551199165494783e-06,1.16628089529849e-12
sub-04,ses-S2,1b,161,1.0779004547941908e-05,8.817120738904833e-13
sub-04,ses-S2,1b,162,-4.20912710694715e-06,1.8463682704477102e-12
sub-04,ses-S2,1b,163,3.550309519973466e-06,4.511250626181735e-12
sub-04,ses-S2,1b,164,-1.3076324159708039e-06,2.6165993240661603e-12
sub-04,ses-S2,1b,165,2.2138499714326784e-06,1.8694308862730106e-12
sub-04,ses-S2,1b,166,-3.1549860039319078e-06,2.5569735432653178e-12
sub-04,ses-S2,1b,167,1.6778760095010532e-06,2.114648484376988e-12
sub-04,ses-S2,1b,168,6.5581525237223344e-06,2.1874668644125106e-12
sub-04,ses-S2,1b,169,2.199191614213787e-06,7.501383306043023e-13
sub-04,ses-S2,1b,170,-1.1680268163602077e-05,2.707200033073866e-12
sub-04,ses-S2,1b,171,1.4723669445095237e-05,1.4651314140727154e-12
sub-04,ses-S2,1b,172,4.115064494554362e-06,1.3429954066790357e-12
sub-04,ses-S2,1b,173,-1.4837891764024033e-06,1.3662407378345235e-12
sub-04,ses-S2,1b,174,1.0374672283317849e-06,1.799119184644586e-12
sub-04,ses-S2,1b,175,4.947663005217438e-06,1.0648879455268019e-12
sub-04,ses-S2,1b,176,-3.107073336222659e-06,1.3473970386554693e-12
sub-04,ses-S2,1b,177,-2.8846108776545386e-06,1.0456861771840777e-12
sub-04,ses-S2,1b,178,4.0265494299189e-06,2.478681096533902e-12
sub-04,ses-S2,1b,179,-1.456951651342672e-06,1.1580760310800166e-12
sub-04,ses-S2,1b,180,8.555154585441439e-07,1.3101619520258338e-12
sub-04,ses-S2,1b,181,4.65544203512744e-06,2.5685652732177924e-12
sub-04,ses-S2,1b,182,2.3438979958310407e-06,1.8231899709184477e-12
sub-04,ses-S2,1b,183,-7.182484301139865e-06,1.5701320029033468e-12
sub-04,ses-S2,1b,184,2.7827896084438993e-06,1.3428443259047739e-12
sub-04,ses-S2,1b,185,1.7872925025369944e-08,1.4133843550170803e-12
sub-04,ses-S2,1b,186,4.864313472621093e-07,8.207610330037482e-13
sub-04,ses-S2,1b,187,8.99904268834789e-06,6.778333236522852e-13
sub-04,ses-S2,1b,188,3.435621472811266e-06,3.0333219690158186e-12
sub-04,ses-S2,1b,189,-2.276839749469123e-06,2.7096222709635573e-12
sub-04,ses-S2,1b,190,-4.5574131298745745e-06,1.5451879441582498e-12
sub-04,ses-S2,1b,191,5.1376875474669445e-06,1.2740076807476837e-12
sub-04,ses-S2,1b,192,1.8613630524439068e-06,7.374689817938418e-13
sub-04,ses-S2,1b,193,-1.994184848570668e-06,1.6201893003758043e-12
sub-04,ses-S2,1b,194,-3.2404817201243287e-06,1.3666751208427453e-12
sub-04,ses-S2,1b,195,-5.555233246852781e-06,7.443998307487641e-13
sub-04,ses-S2,1b,196,6.253698051830817e-06,2.6449574902973526e-12
sub-04,ses-S2,1b,197,-9.661172614348616e-07,5.216045704871545e-13
sub-04,ses-S2,1b,198,-3.7644162493515537e-06,1.830737838471163e-12
sub-04,ses-S2,2b,1,-6.199189249937104e-06,1.497352880533662e-12
sub-04,ses-S2,2b,2,5.19100573722543e-06,1.1921133609034063e-12
sub-04,ses-S2,2b,3,-1.1301827817137958e-06,1.1820272330486612e-12
sub-04,ses-S2,2b,4,2.931789037521763e-06,6.989963942505309e-13
sub-04,ses-S2,2b,5,6.6028510059340655e-06,3.587742219284557e-13
sub-04,ses-S2,2b,6,-3.741106442612616e-06,7.243764598389617e-13
sub-04,ses-S2,2b,7,-5.447724826891308e-06,1.1383529890541837e-12
sub-04,ses-S2,2b,8,-4.661313534289613e-06,3.7485001647257944e-13
sub-04,ses-S2,2b,9,3.4156337822725755e-06,8.818252028573208e-13
sub-04,ses-S2,2b,10,-1.7257226087243698e-06,3.3812941949832187e-12
sub-04,ses-S2,2b,11,-4.172401785296659e-06,1.5360008579192024e-12
sub-04,ses-S2,2b,12,1.6113070477230686e-06,1.164797621592319e-12
sub-04,ses-S2,2b,13,-2.14369507626755e-06,5.439851418344656e-12
sub-04,ses-S2,2b,14,2.6241038968932384e-07,8.19874131116193e-13
sub-04,ses-S2,2b,15,5.87839045299431e-07,6.446298326451496e-13
sub-04,ses-S2,2b,16,1.570079448647818e-06,9.449402838119302e-13
sub-04,ses-S2,2b,17,-6.719792600326316e-06,4.904025974621952e-13
sub-04,ses-S2,2b,18,-1.4331565364801565e-06,1.4540659642209783e-12
sub-04,ses-S2,2b,19,-4.681646912150133e-06,7.23439332932874e-13
sub-04,ses-S2,2b,20,1.6363019915708318e-06,1.5940559911472519e-12
sub-04,ses-S2,2b,21,-9.63949482853377e-06,1.453275005434634e-12
sub-04,ses-S2,2b,22,-1.1690960785622447e-06,1.142364272670411e-12
sub-04,ses-S2,2b,23,-2.1929304441492532e-06,8.680603310612747e-13
sub-04,ses-S2,2b,24,9.29788288061741e-06,7.957641212785813e-13
sub-04,ses-S2,2b,25,-1.833606966278582e-06,1.6615256885601584e-12
sub-04,ses-S2,2b,26,4.999698190203197e-06,1.4804777565716098e-12
sub-04,ses-S2,2b,27,2.688914311936972e-06,1.0217974415368186e-12
sub-04,ses-S2,2b,28,-6.330906524151946e-06,8.697404253098474e-13
sub-04,ses-S2,2b,29,6.210143237324808e-06,1.0663659155469904e-12
sub-04,ses-S2,2b,30,-3.455166342305159e-06,1.6102852346308128e-12
sub-04,ses-S2,2b,31,5.37825177844743e-06,1.943400464485938e-12
sub-04,ses-S2,2b,32,-4.692456567202023e-07,9.110453834710983e-13
sub-04,ses-S2,2b,33,-4.72660853811574e-06,1.5730653818136277e-12
sub-04,ses-S2,2b,34,-3.616395850523811e-06,1.84058911146956e-12
sub-04,ses-S2,2b,35,-2.4833961323648503e-06,7.559636748818937e-13
sub-04,ses-S2,2b,36,-5.584444570415423e-07,1.1597969550986054e-12
sub-04,ses-S2,2b,37,-7.038948837561717e-06,1.950520147406378e-12
sub-04,ses-S2,2b,38,-3.765545592617171e-06,8.319368185717758e-13
sub-04,ses-S2,2b,39,-4.1771898595069375e-06,2.5056270813004744e-12
sub-04,ses-S2,2b,40,-3.5217541374158857e-07,1.4170949225782147e-12
sub-04,ses-S2,2b,41,1.649535745506419e-06,9.112665959308533e-13
sub-04,ses-S2,2b,42,8.983305852702533e-07,1.102945998096873e-12
sub-04,ses-S2,2b,43,-9.630644475957728e-06,1.6751852984319002e-12
sub-04,ses-S2,2b,44,5.673044156796088e-07,1.07659451008545e-12
sub-04,ses-S2,2b,45,6.723289391168259e-06,6.855346846975797e-13
sub-04,ses-S2,2b,46,-9.520503064030463e-07,8.360352996411575e-13
sub-04,ses-S2,2b,47,-4.243232778042554e-07,1.2499549062267688e-12
sub-04,ses-S2,2b,48,-4.461828829495491e-06,4.307117105387047e-12
sub-04,ses-S2,2b,49,7.4674754511067415e-06,1.6623782095202991e-12
sub-04,ses-S2,2b,50,-7.4579836065067345e-06,1.1231590291019512e-12
sub-04,ses-S2,2b,51,-7.392563196120385e-06,1.1371048996624443e-12
sub-04,ses-S2,2b,52,6.23357838931301e-06,1.3205448646636174e-12
sub-04,ses-S2,2b,53,2.9911944472613547e-06,1.1999049321972969e-12
sub-04,ses-S2,2b,54,-4.541372445410895e-06,3.2514882604974593e-12
sub-04,ses-S2,2b,55,3.6438718093080503e-06,4.23427342998072e-13
sub-04,ses-S2,2b,56,-1.1368539496761754e-06,1.5471958808464855e-12
sub-04,ses-S2,2b,57,-8.171948225458699e-07,1.2582865818335389e-12
sub-04,ses-S2,2b,58,5.954238494054582e-06,1.2326197089882008e-12
sub-04,ses-S2,2b,59,7.450310146676394e-07,1.0369500897158898e-12
sub-04,ses-S2,2b,60,1.5378966170943716e-06,9.281900003950895e-13
sub-04,ses-S2,2b,61,-8.083017457335305e-07,1.2742314558855556e-12
sub-04,ses-S2,2b,62,4.441296677890146e-06,1.5940673778567878e-12
sub-04,ses-S2,2b,63,-6.464304763717143e-06,1.424161888781032e-12
sub-04,ses-S2,2b,64,2.3321466162685634e-06,1.0560478095942246e-12
sub-04,ses-S2,2b,65,-2.2666800265433462e-06,1.3427029933189961e-12
sub-04,ses-S2,2b,66,2.269094472975466e-06,1.473960534679094e-12
sub-04,ses-S2,2b,67,5.107068875162602e-06,1.4251990801648433e-12
sub-04,ses-S2,2b,68,2.178065204934266e-06,2.1112519274690184e-12
sub-04,ses-S2,2b,69,2.7355124437879446e-06,7.394507528767444e-13
sub-04,ses-S2,2b,70,2.847914789189785e-06,1.6248303644238228e-12
sub-04,ses-S2,2b,71,-3.1176288816378697e-06,1.331953596846547e-12
sub-04,ses-S2,2b,72,1.9890430448634508e-06,9.316278084239551e-13
sub-04,ses-S2,2b,73,-1.0843734047659791e-06,8.72607074295266e-13
sub-04,ses-S2,2b,74,-7.328346991404265e-06,1.6378354364623712e-12
sub-04,ses-S2,2b,75,-4.888660085071678e-06,1.240983559078196e-12
sub-04,ses-S2,2b,76,-6.276618617279947e-07,9.908000600983342e-13
sub-04,ses-S2,2b,77,3.2303053269278503e-06,9.583201389295745e-13
sub-04,ses-S2,2b,78,-1.518489182949611e-06,1.2781496344714124e-12
sub-04,ses-S2,2b,79,-3.735424818979718e-06,5.508459094324886e-12
sub-04,ses-S2,2b,80,-3.0044256462764093e-06,3.3372428028239248e-12
sub-04,ses-S2,2b,81,7.69043551116744e-06,4.260549517163763e-12
sub-04,ses-S2,2b,82,-4.72702437347895e-06,2.6965392959517843e-12
sub-04,ses-S2,2b,83,7.3053354673147746e-06,7.838247381566579e-13
sub-04,ses-S2,2b,84,-4.847463666971503e-06,1.9256045310225352e-12
sub-04,ses-S2,2b,85,8.020060010671462e-07,1.1824416151048985e-12
sub-04,ses-S2,2b,86,6.128693726896167e-06,1.2452140446221234e-12
sub-04,ses-S2,2b,87,-8.515588428068648e-06,1.5592582642758067e-12
